529;670;687;689
544;707;712;587
550;721;709;578
565;699;707;577
570;743;736;550
578;751;750;549
577;745;742;578
562;715;707;605
556;697;716;596
585;749;739;568
545;667;673;915
544;654;662;905
557;694;686;895
556;670;674;867
569;671;673;867
579;679;675;914
633;750;747;867
645;729;728;914
620;712;709;914
603;724;729;924
355;589;585;605
358;569;568;633
342;598;602;614
340;585;581;596
346;595;599;615
338;579;585;614
342;581;578;615
340;592;587;624
344;602;600;633
359;577;599;585
352;581;564;942
361;544;547;942
342;548;549;933
360;531;529;942
356;585;575;960
358;556;553;970
354;554;570;1008
352;544;529;914
346;543;553;914
342;547;549;933
724;402;400;624
749;418;405;624
734;406;402;653
717;402;400;625
722;405;400;586
697;400;400;578
716;409;402;615
694;394;392;625
712;398;410;614
738;407;407;587
697;407;411;971
691;394;413;971
694;393;402;895
713;406;410;933
732;411;418;980
703;409;403;933
739;421;411;942
718;407;417;923
729;427;417;943
730;419;415;1008
371;565;557;605
359;527;536;605
344;533;544;558
342;535;539;577
334;535;544;605
340;533;547;567
343;529;547;623
337;535;532;616
358;535;535;643
343;540;533;624
384;557;556;933
372;566;570;951
382;558;569;998
414;565;565;1037
428;621;600;1027
440;603;599;1017
392;568;566;942
451;617;615;1026
396;564;574;989
428;594;579;971
