1,0.784140969,0.779001468,1,0,0,0
0.966226138,0.754772394,0.750367107,1,0,0,0
0.964023495,0.759911894,0.754772394,1,0,0,0
0.96328928,0.756975037,0.754038179,1,0,0,0
0.95814978,0.773127753,0.768722467,1,0,0,0
0.964023495,0.756240822,0.750367107,1,0,0,0
0.960352423,0.773127753,0.771659325,1,0,0,0
0.958883994,0.785609398,0.784140969,1,0,0,0
0.958883994,0.765785609,0.761380323,1,0,0,0
0.969162996,0.760646109,0.757709251,1,0,0,0
0.648311307,0.769456681,0.764317181,0,1,0,0
0.572687225,0.753303965,0.751835536,0,1,0,0
0.552863436,0.750367107,0.751101322,0,1,0,0
0.560939794,0.750367107,0.748898678,0,1,0,0
0.57195301,0.753303965,0.751101322,0,1,0,0
0.563142438,0.751101322,0.751835536,0,1,0,0
0.54845815,0.74743025,0.748164464,0,1,0,0
0.550660793,0.74743025,0.745961821,0,1,0,0
0.550660793,0.748164464,0.748898678,0,1,0,0
0.545521292,0.751101322,0.751835536,0,1,0,0
0.611600587,0.771659325,0.770190896,0,0,1,0
0.624082232,0.775330396,0.776798825,0,0,1,0
0.624082232,0.776064611,0.776798825,0,0,1,0
0.651982379,0.781204112,0.78267254,0,0,1,0
0.636563877,0.781938326,0.781938326,0,0,1,0
0.637298091,0.779735683,0.781938326,0,0,1,0
0.646842878,0.78267254,0.781938326,0,0,1,0
0.653450808,0.784140969,0.785609398,0,0,1,0
0.643906021,0.781204112,0.784140969,0,0,1,0
0.635095448,0.781938326,0.78267254,0,0,1,0
0.68061674,0.742290749,0.739353891,0,0,0,1
0.696035242,0.743024963,0.743024963,0,0,0,1
0.695301028,0.745227606,0.74743025,0,0,0,1
0.689427313,0.74743025,0.743024963,0,0,0,1
0.693098385,0.745227606,0.745227606,0,0,0,1
0.701908957,0.748164464,0.745961821,0,0,0,1
0.715124816,0.748164464,0.745961821,0,0,0,1
0.74082232,0.756240822,0.754772394,0,0,0,1
0.767254038,0.760646109,0.758443465,0,0,0,1
0.750367107,0.756975037,0.751835536,0,0,0,1
