430;674;661;746;1;0;0;0;0;0
434;655;657;736;1;0;0;0;0;0
459;637;631;727;1;0;0;0;0;0
427;644;652;718;1;0;0;0;0;0
456;648;648;716;1;0;0;0;0;0
413;650;650;690;1;0;0;0;0;0
413;641;644;661;1;0;0;0;0;0
449;648;642;727;1;0;0;0;0;0
411;645;657;679;1;0;0;0;0;0
431;650;648;661;1;0;0;0;0;0
409;657;661;643;1;0;0;0;0;0
421;663;645;699;1;0;0;0;0;0
427;650;649;661;1;0;0;0;0;0
421;636;652;596;1;0;0;0;0;0
424;666;658;745;1;0;0;0;0;0
411;652;645;727;1;0;0;0;0;0
410;640;638;727;1;0;0;0;0;0
440;644;640;774;1;0;0;0;0;0
468;691;679;727;1;0;0;0;0;0
418;657;654;755;1;0;0;0;0;0
447;680;678;1026;0;1;0;0;0;0
608;808;785;1008;0;1;0;0;0;0
428;650;659;915;0;1;0;0;0;0
455;691;695;886;0;1;0;0;0;0
501;676;684;914;0;1;0;0;0;0
452;683;687;942;0;1;0;0;0;0
445;683;676;905;0;1;0;0;0;0
526;795;797;914;0;1;0;0;0;0
490;678;671;951;0;1;0;0;0;0
448;679;679;933;0;1;0;0;0;0
469;674;691;913;0;1;0;0;0;0
442;687;697;932;0;1;0;0;0;0
459;684;691;906;0;1;0;0;0;0
442;680;682;895;0;1;0;0;0;0
444;683;703;951;0;1;0;0;0;0
456;663;682;933;0;1;0;0;0;0
468;684;673;1008;0;1;0;0;0;0
507;718;717;952;0;1;0;0;0;0
464;661;666;1017;0;1;0;0;0;0
435;661;662;1016;0;1;0;0;0;0
410;696;705;774;0;0;1;0;0;0
453;707;697;849;0;0;1;0;0;0
434;700;704;793;0;0;1;0;0;0
431;721;712;793;0;0;1;0;0;0
447;703;701;848;0;0;1;0;0;0
451;709;712;859;0;0;1;0;0;0
451;711;707;867;0;0;1;0;0;0
468;760;758;792;0;0;1;0;0;0
456;703;688;858;0;0;1;0;0;0
419;699;699;885;0;0;1;0;0;0
460;728;720;933;0;0;1;0;0;0
406;712;712;802;0;0;1;0;0;0
421;697;701;848;0;0;1;0;0;0
461;711;703;876;0;0;1;0;0;0
421;686;699;858;0;0;1;0;0;0
465;729;717;906;0;0;1;0;0;0
421;715;708;802;0;0;1;0;0;0
419;691;709;829;0;0;1;0;0;0
422;711;705;857;0;0;1;0;0;0
484;726;722;830;0;0;1;0;0;0
444;646;640;1663;0;0;0;1;0;0
457;634;629;1682;0;0;0;1;0;0
449;629;629;1588;0;0;0;1;0;0
428;636;638;1672;0;0;0;1;0;0
440;646;642;1672;0;0;0;1;0;0
463;640;631;1551;0;0;0;1;0;0
447;631;629;1559;0;0;0;1;0;0
453;646;644;1767;0;0;0;1;0;0
468;632;616;1738;0;0;0;1;0;0
427;624;615;1813;0;0;0;1;0;0
438;624;620;1756;0;0;0;1;0;0
439;628;621;1803;0;0;0;1;0;0
440;644;640;1869;0;0;0;1;0;0
466;637;633;1953;0;0;0;1;0;0
423;616;625;1756;0;0;0;1;0;0
443;631;628;1841;0;0;0;1;0;0
436;638;637;1776;0;0;0;1;0;0
503;684;661;1831;0;0;0;1;0;0
443;632;631;1887;0;0;0;1;0;0
455;629;633;1720;0;0;0;1;0;0
831;934;946;1138;0;0;0;0;1;0
830;934;947;1139;0;0;0;0;1;0
847;923;917;1092;0;0;0;0;1;0
978;1037;1031;1148;0;0;0;0;1;0
953;1020;1023;1120;0;0;0;0;1;0
921;990;980;1205;0;0;0;0;1;0
829;925;927;1195;0;0;0;0;1;0
834;928;931;1111;0;0;0;0;1;0
839;919;914;1252;0;0;0;0;1;0
848;909;907;1111;0;0;0;0;1;0
981;956;960;1157;0;0;0;0;1;0
856;923;914;1279;0;0;0;0;1;0
846;922;915;1270;0;0;0;0;1;0
844;915;914;1391;0;0;0;0;1;0
827;902;901;1326;0;0;0;0;1;0
822;905;917;1232;0;0;0;0;1;0
841;926;934;1139;0;0;0;0;1;0
839;911;917;1194;0;0;0;0;1;0
868;936;942;1344;0;0;0;0;1;0
856;915;907;1307;0;0;0;0;1;0
867;881;872;1738;0;0;0;0;0;1
862;886;880;1700;0;0;0;0;0;1
860;863;858;1747;0;0;0;0;0;1
839;862;865;1588;0;0;0;0;0;1
839;872;875;1709;0;0;0;0;0;1
850;864;856;1765;0;0;0;0;0;1
867;876;863;1626;0;0;0;0;0;1
829;863;873;1822;0;0;0;0;0;1
850;875;868;2047;0;0;0;0;0;1
872;892;881;2027;0;0;0;0;0;1
890;886;871;2140;0;0;0;0;0;1
850;867;864;1990;0;0;0;0;0;1
888;883;858;2187;0;0;0;0;0;1
856;876;868;2178;0;0;0;0;0;1
838;859;858;2047;0;0;0;0;0;1
847;872;867;2093;0;0;0;0;0;1
847;850;846;2121;0;0;0;0;0;1
855;863;854;1991;0;0;0;0;0;1
863;867;851;2029;0;0;0;0;0;1
843;859;862;1888;0;0;0;0;0;1
