375;531;545;540
361;540;540;521
377;547;553;530
376;529;550;512
388;529;532;540
365;549;544;540
376;547;518;511
375;531;526;512
375;531;533;521
371;537;516;512
413;543;602;802
442;536;549;802
417;560;541;812
418;565;573;756
407;548;578;764
398;581;561;774
410;569;561;793
430;569;550;764
414;557;566;726
410;541;598;746
371;595;566;483
371;541;552;464
358;550;565;456
352;544;573;446
375;577;579;465
371;606;594;465
364;579;565;474
390;568;545;492
402;586;615;474
373;568;632;465
385;520;585;736
394;543;533;718
376;552;544;727
364;571;562;736
407;544;519;765
384;570;579;727
377;553;571;746
432;589;620;745
384;539;568;756
402;541;537;756
638;713;691;464
655;701;679;493
625;696;780;465
646;741;753;455
624;690;759;474
627;779;757;474
633;721;729;493
637;657;739;474
676;751;757;456
625;691;699;474
678;749;691;736
623;676;700;737
669;707;774;718
694;699;770;765
633;667;730;746
638;661;658;754
633;697;717;716
657;716;718;736
665;749;711;745
663;678;676;735
