329;549;548;782
310;518;528;811
359;591;583;764
338;569;569;774
306;527;527;774
316;533;541;793
318;540;549;755
327;562;557;746
312;548;539;765
334;554;548;783
306;529;522;746
313;547;541;774
323;577;574;747
314;545;547;764
330;562;558;727
314;549;552;765
321;549;547;764
314;540;548;736
321;547;526;737
319;554;526;765
339;543;541;755
305;520;526;764
322;533;531;756
309;515;529;773
306;539;524;745
302;518;518;737
296;512;511;736
304;518;512;736
304;523;526;792
304;515;526;746
300;524;512;727
300;526;520;764
308;531;520;765
305;528;528;755
298;526;526;755
314;527;512;736
309;528;518;756
333;540;536;737
308;552;528;718
329;570;554;727
327;579;564;746
312;565;553;747
308;535;519;755
316;545;539;727
300;536;535;737
301;535;533;745
306;537;544;727
318;527;524;755
312;549;541;746
306;536;524;736
