474;642;634;886
460;610;603;942
452;594;592;1017
463;612;602;895
452;604;604;913
436;586;594;962
456;624;621;952
455;610;603;924
444;596;595;877
442;579;578;895
439;577;589;943
459;617;602;933
459;602;600;895
461;623;615;868
442;591;592;877
449;587;589;904
438;608;606;914
440;599;596;895
466;603;610;895
486;637;640;906
447;590;595;896
440;604;596;904
435;583;582;913
436;585;587;829
484;636;638;848
477;652;642;859
457;596;592;868
461;602;602;840
455;596;599;876
456;625;621;858
456;623;621;858
449;604;613;858
472;636;632;868
459;607;602;867
456;623;624;896
474;633;633;811
472;617;607;783
469;623;616;849
455;610;612;811
457;604;611;793
455;599;599;793
473;620;633;802
503;652;652;812
484;617;617;783
478;644;629;802
459;599;603;765
502;641;634;765
463;640;628;802
465;629;615;792
457;608;604;774
