470;585;568;1222
456;586;581;1242
477;596;592;1167
464;595;594;1157
468;587;590;1157
476;621;591;1176
478;599;587;1139
466;589;598;1148
461;591;590;1185
459;564;545;1120
443;570;570;1167
452;570;560;1092
453;595;581;1130
447;571;573;1148
455;578;583;1158
452;577;573;1147
463;582;571;1091
460;578;578;1130
465;604;589;1148
463;590;586;1130
452;573;570;1120
463;582;578;1139
468;603;577;1120
455;581;583;1166
453;590;603;1184
469;600;594;1157
451;591;592;1176
463;579;582;1130
448;578;574;1168
464;600;595;1168
470;577;560;1130
472;591;581;1166
456;581;582;1120
457;583;577;1130
463;587;587;1111
468;579;582;1158
455;570;570;1120
460;585;575;1111
449;574;568;1100
465;578;581;1110
474;590;571;1110
473;581;585;1139
451;571;569;1120
445;577;574;1130
447;568;568;1148
453;578;566;1149
460;577;571;1147
490;620;604;1148
443;566;569;1130
457;590;581;1139
