335;558;544;1204
330;527;524;1148
352;540;528;1185
329;539;526;1129
361;549;547;1158
338;537;533;1148
346;571;562;1157
334;547;531;1148
346;577;568;1157
339;549;547;1148
352;569;550;1157
351;573;569;1167
337;541;544;1148
340;564;553;1175
334;544;544;1158
338;539;526;1167
322;528;524;1129
327;545;532;1110
330;528;524;1130
329;544;518;1129
323;535;532;1130
325;527;529;1157
329;518;520;1129
330;535;511;1121
323;518;519;1139
319;518;519;1120
329;537;539;1148
323;531;539;1130
325;536;540;1158
384;571;570;1195
329;522;528;1139
335;526;526;1157
314;511;515;1139
329;523;527;1158
339;526;520;1168
325;532;536;1177
333;523;535;1129
352;541;531;1158
343;562;544;1121
322;526;526;1167
331;535;526;1121
330;539;529;1130
327;526;527;1091
351;573;562;1101
339;540;549;1111
334;522;519;1139
321;510;519;1101
331;520;515;1120
321;508;507;1121
326;543;522;1130
