0.4733,0.6128,0.6133,0.6297,1,0,0,0,0,0
0.4392,0.5995,0.5840,0.6288,1,0,0,0,0,0
0.4392,0.6035,0.5920,0.5712,1,0,0,0,0,0
0.4376,0.5995,0.6040,0.4946,1,0,0,0,0,0
0.4457,0.6035,0.6013,0.4784,1,0,0,0,0,0
0.4716,0.6021,0.6067,0.4775,1,0,0,0,0,0
0.4895,0.6142,0.6040,0.5027,1,0,0,0,0,0
0.4457,0.5968,0.5920,0.4946,1,0,0,0,0,0
0.4311,0.5928,0.5973,0.4946,1,0,0,0,0,0
0.4538,0.5995,0.6027,0.5027,1,0,0,0,0,0
0.4522,0.5995,0.5867,0.5369,1,0,0,0,0,0
0.4408,0.5821,0.5907,0.5450,1,0,0,0,0,0
0.5494,0.7276,0.7240,0.7559,0,1,0,0,0,0
0.5543,0.7250,0.7200,0.7730,0,1,0,0,0,0
0.5575,0.7330,0.7200,0.7982,0,1,0,0,0,0
0.5575,0.7023,0.7160,0.8063,0,1,0,0,0,0
0.5802,0.7116,0.7213,0.7982,0,1,0,0,0,0
0.5673,0.7423,0.7267,0.7811,0,1,0,0,0,0
0.5640,0.7423,0.7333,0.7811,0,1,0,0,0,0
0.6483,0.7730,0.7600,0.8234,0,1,0,0,0,0
0.6985,0.8144,0.8080,0.8396,0,1,0,0,0,0
0.5478,0.7089,0.7240,0.8063,0,1,0,0,0,0
0.5883,0.7223,0.7360,0.8153,0,1,0,0,0,0
0.5543,0.7250,0.7360,0.8234,0,1,0,0,0,0
0.4797,0.7143,0.7013,0.4946,0,0,1,0,0,0
0.4733,0.6782,0.6920,0.5459,0,0,1,0,0,0
0.5203,0.7156,0.7253,0.5369,0,0,1,0,0,0
0.5008,0.6943,0.6920,0.5532,0,0,1,0,0,0
0.4668,0.6702,0.6680,0.5288,0,0,1,0,0,0
0.4668,0.6662,0.6707,0.5288,0,0,1,0,0,0
0.4797,0.6582,0.6640,0.5450,0,0,1,0,0,0
0.4959,0.6822,0.6773,0.5865,0,0,1,0,0,0
0.4554,0.6756,0.6760,0.5532,0,0,1,0,0,0
0.5089,0.6889,0.6907,0.5865,0,0,1,0,0,0
0.4668,0.6822,0.6867,0.5712,0,0,1,0,0,0
0.4668,0.6769,0.6773,0.5622,0,0,1,0,0,0
0.5154,0.7089,0.7160,0.9505,0,0,0,1,0,0
0.5429,0.6862,0.6973,0.9414,0,0,0,1,0,0
0.6159,0.7450,0.7387,0.9342,0,0,0,1,0,0
0.5348,0.7063,0.7107,0.8991,0,0,0,1,0,0
0.5348,0.7116,0.7027,0.8649,0,0,0,1,0,0
0.5348,0.7036,0.7027,0.9000,0,0,0,1,0,0
0.5689,0.7303,0.7040,0.9405,0,0,0,1,0,0
0.5235,0.7210,0.7267,0.8658,0,0,0,1,0,0
0.6224,0.8064,0.8040,0.9243,0,0,0,1,0,0
0.5705,0.7063,0.6987,0.8820,0,0,0,1,0,0
0.5818,0.6983,0.7027,0.9162,0,0,0,1,0,0
0.5397,0.7049,0.7053,0.8910,0,0,0,1,0,0
0.7731,0.8652,0.8773,0.5784,0,0,0,0,1,0
0.7844,0.8518,0.8640,0.5793,0,0,0,0,1,0
0.8152,0.9159,0.9067,0.5550,0,0,0,0,1,0
0.7682,0.8505,0.8507,0.5622,0,0,0,0,1,0
0.8298,0.9012,0.8987,0.5450,0,0,0,0,1,0
0.7844,0.8772,0.8720,0.5784,0,0,0,0,1,0
0.8120,0.8932,0.8920,0.5703,0,0,0,0,1,0
0.7650,0.8438,0.8560,0.5955,0,0,0,0,1,0
0.7666,0.8558,0.8640,0.5712,0,0,0,0,1,0
0.7747,0.8611,0.8667,0.5712,0,0,0,0,1,0
0.7796,0.8465,0.8507,0.5703,0,0,0,0,1,0
0.7861,0.8798,0.8920,0.5613,0,0,0,0,1,0
0.8331,0.8571,0.8613,1.0000,0,0,0,0,0,1
0.8412,0.8598,0.8640,0.9838,0,0,0,0,0,1
0.8558,0.9025,0.8947,0.9757,0,0,0,0,0,1
0.8963,0.9025,0.9093,0.9081,0,0,0,0,0,1
0.9417,0.9733,0.9720,0.8901,0,0,0,0,0,1
0.8914,0.9159,0.9227,0.9081,0,0,0,0,0,1
0.9092,0.8999,0.8787,0.9171,0,0,0,0,0,1
0.9011,0.8985,0.9053,0.9423,0,0,0,0,0,1
0.8914,0.9132,0.9293,0.8910,0,0,0,0,0,1
0.9028,0.9159,0.9600,0.8667,0,0,0,0,0,1
0.8947,0.8945,0.9213,0.9162,0,0,0,0,0,1
0.9109,0.9052,0.9213,0.9252,0,0,0,0,0,1
