0.152879581,0.240314136,0.240837696,0.365968586,1,0,0,0,0,0
0.146012931,0.241918103,0.235991379,0.376077586,1,0,0,0,0,0
0.15047196,0.250971682,0.246529706,0.352026652,1,0,0,0,0,0
0.156885532,0.260894829,0.263219059,0.319000581,1,0,0,0,0,0
0.160912815,0.264482153,0.263897016,0.310708016,1,0,0,0,0,0
0.16850029,0.261146497,0.263462652,0.306890562,1,0,0,0,0,0
0.170332769,0.259447265,0.255499154,0.314720812,1,0,0,0,0,0
0.160349854,0.260641399,0.258892128,0.320116618,1,0,0,0,0,0
0.15582894,0.260105448,0.26244874,0.321616872,1,0,0,0,0,0
0.161012076,0.258194365,0.259919494,0.320874066,1,0,0,0,0,0
0.158163265,0.254535147,0.249433107,0.337868481,1,0,0,0,0,0
0.154897494,0.248291572,0.252277904,0.34453303,1,0,0,0,0,0
0.158775982,0.256928406,0.256351039,0.327944573,1,0,0,0,0,0
0.16056338,0.257464789,0.256901408,0.325070423,1,0,0,0,0,0
0.160092807,0.266821346,0.259860789,0.313225058,1,0,0,0,0,0
0.158198614,0.266166282,0.263856813,0.311778291,1,0,0,0,0,0
0.161839864,0.257240204,0.263486655,0.317433277,1,0,0,0,0,0
0.16119578,0.25908558,0.263188746,0.316529894,1,0,0,0,0,0
0.159250585,0.260538642,0.264637002,0.31557377,1,0,0,0,0,0
0.160393746,0.264041691,0.257672264,0.317892299,1,0,0,0,0,0
0.149602824,0.240511915,0.239629303,0.370255958,0,1,0,0,0,0
0.149802891,0.237844941,0.23653088,0.375821288,0,1,0,0,0,0
0.148339802,0.236739974,0.232858991,0.382061233,0,1,0,0,0,0
0.149435274,0.228496959,0.233275413,0.388792354,0,1,0,0,0,0
0.154443486,0.229939603,0.233390854,0.382226057,0,1,0,0,0,0
0.150992235,0.23986195,0.23511648,0.374029336,0,1,0,0,0,0
0.149935373,0.239551917,0.236966825,0.373545885,0,1,0,0,0,0
0.162403573,0.235079172,0.231425091,0.371092164,0,1,0,0,0,0
0.167119038,0.236525785,0.234974796,0.36138038,0,1,0,0,0,0
0.14651062,0.230169051,0.235370611,0.387949718,0,1,0,0,0,0
0.153748412,0.229140195,0.233799238,0.383312156,0,1,0,0,0,0
0.145470013,0.230965547,0.234793705,0.388770736,0,1,0,0,0,0
0.157403479,0.230377599,0.232498939,0.379719983,0,1,0,0,0,0
0.149548775,0.233347658,0.232488182,0.384615385,0,1,0,0,0,0
0.154797441,0.228997868,0.234115139,0.382089552,0,1,0,0,0,0
0.14645602,0.23441503,0.232707088,0.386421862,0,1,0,0,0,0
0.142671855,0.228274968,0.229571984,0.399481193,0,1,0,0,0,0
0.158242613,0.230171073,0.230948678,0.380637636,0,1,0,0,0,0
0.142492556,0.229689494,0.230965547,0.396852403,0,1,0,0,0,0
0.146672319,0.226791013,0.231030097,0.395506571,0,1,0,0,0,0
0.155299056,0.28069255,0.275970619,0.288037775,0,0,1,0,0,0
0.151688312,0.263896104,0.26961039,0.314805195,0,0,1,0,0,0
0.160741112,0.268402604,0.272408613,0.298447672,0,0,1,0,0,0
0.157492355,0.265035678,0.264525994,0.312945973,0,0,1,0,0,0
0.153354633,0.267305644,0.266773163,0.31256656,0,0,1,0,0,0
0.153436335,0.26584976,0.26798082,0.312733085,0,0,1,0,0,0
0.156448203,0.260570825,0.263213531,0.319767442,0,0,1,0,0,0
0.1548583,0.258603239,0.25708502,0.329453441,0,0,1,0,0,0
0.147274633,0.265199161,0.26572327,0.321802935,0,0,1,0,0,0
0.157078539,0.258129065,0.259129565,0.325662831,0,0,1,0,0,0
0.147843943,0.262320329,0.264373717,0.325462012,0,0,1,0,0,0
0.149455112,0.263103269,0.263622211,0.323819408,0,0,1,0,0,0
0.156812339,0.254498715,0.253470437,0.335218509,0,0,1,0,0,0
0.149207971,0.259580991,0.263157895,0.328053143,0,0,1,0,0,0
0.152917505,0.265090543,0.268108652,0.3138833,0,0,1,0,0,0
0.154805195,0.265974026,0.26961039,0.30961039,0,0,1,0,0,0
0.154540893,0.257902659,0.26041144,0.327145008,0,0,1,0,0,0
0.150981379,0.257674887,0.262707599,0.328636135,0,0,1,0,0,0
0.153769346,0.254618073,0.256615077,0.334997504,0,0,1,0,0,0
0.148071979,0.258611825,0.258097686,0.335218509,0,0,1,0,0,0
0.130274478,0.217533798,0.219991807,0.432199918,0,0,0,1,0,0
0.138601572,0.212660323,0.216383947,0.432354158,0,0,0,1,0,0
0.150257019,0.220640569,0.219058917,0.410043495,0,0,0,1,0,0
0.138075314,0.221338912,0.223012552,0.417573222,0,0,0,1,0,0
0.140425532,0.226808511,0.224255319,0.408510638,0,0,0,1,0,0
0.138480906,0.221149811,0.221149811,0.419219471,0,0,0,1,0,0
0.142105263,0.22145749,0.213765182,0.422672065,0,0,0,1,0,0
0.136344449,0.22794428,0.230054875,0.405656395,0,0,0,1,0,0
0.1467329,0.230798624,0.230416507,0.392051968,0,0,0,1,0,0
0.147651007,0.221895973,0.219798658,0.410654362,0,0,0,1,0,0
0.147980214,0.215581204,0.217230008,0.419208574,0,0,0,1,0,0
0.139974779,0.221941992,0.222362337,0.415720891,0,0,0,1,0,0
0.141465481,0.224057603,0.223634053,0.410842863,0,0,0,1,0,0
0.144189992,0.226887193,0.233248516,0.3956743,0,0,0,1,0,0
0.143945809,0.222692633,0.234546994,0.398814564,0,0,0,1,0,0
0.143720328,0.231333621,0.22615451,0.398791541,0,0,0,1,0,0
0.144387318,0.226649529,0.229648672,0.399314482,0,0,0,1,0,0
0.141122278,0.222361809,0.226130653,0.41038526,0,0,0,1,0,0
0.136946628,0.223003724,0.223003724,0.417045925,0,0,0,1,0,0
0.142622277,0.215371969,0.219893136,0.422112618,0,0,0,1,0,0
0.196701031,0.267216495,0.271340206,0.264742268,0,0,0,0,1,0
0.200580191,0.26440116,0.268545379,0.26647327,0,0,0,0,1,0
